"UnitID","Institution.Name","ug_2016_grand_total","ug_2016_ai_an","ug_2016_asian","ug_2016_black","ug_2016_hispanic","ug_2016_nh_pi","ug_2016_white","ug_2016_two_m_races","ug_2016_unknown","ug_2016_non_resid","ftf_2016_grand_total","ftf_2016_ai_an","ftf_2016_asian","ftf_2016_black","ftf_2016_hispanic","ftf_2016_nh_pi","ftf_2016_white","ftf_2016_two_m_races","ftf_2016_unknown","ftf_2016_non_resid","trans_2016_grand_total","trans_2016_ai_an","trans_2016_asian","trans_2016_black","trans_2016_hispanic","trans_2016_nh_pi","trans_2016_white","trans_2016_two_m_races","trans_2016_unknown","trans_2016_non_resid","ug_2015_grand_total","ug_2015_ai_an","ug_2015_asian","ug_2015_black","ug_2015_hispanic","ug_2015_nh_pi","ug_2015_white","ug_2015_two_m_races","ug_2015_unknown","ug_2015_non_resid","ftf_2015_grand_total","ftf_2015_ai_an","ftf_2015_asian","ftf_2015_black","ftf_2015_hispanic","ftf_2015_nh_pi","ftf_2015_white","ftf_2015_two_m_races","ftf_2015_unknown","ftf_2015_non_resid","trans_2015_grand_total","trans_2015_ai_an","trans_2015_asian","trans_2015_black","trans_2015_hispanic","trans_2015_nh_pi","trans_2015_white","trans_2015_two_m_races","trans_2015_unknown","trans_2015_non_resid","ug_2014_grand_total","ug_2014_ai_an","ug_2014_asian","ug_2014_black","ug_2014_hispanic","ug_2014_nh_pi","ug_2014_white","ug_2014_two_m_races","ug_2014_unknown","ug_2014_non_resid","ftf_2014_grand_total","ftf_2014_ai_an","ftf_2014_asian","ftf_2014_black","ftf_2014_hispanic","ftf_2014_nh_pi","ftf_2014_white","ftf_2014_two_m_races","ftf_2014_unknown","ftf_2014_non_resid","trans_2014_grand_total","trans_2014_ai_an","trans_2014_asian","trans_2014_black","trans_2014_hispanic","trans_2014_nh_pi","trans_2014_white","trans_2014_two_m_races","trans_2014_unknown","trans_2014_non_resid","ug_2013_grand_total","ug_2013_ai_an","ug_2013_asian","ug_2013_black","ug_2013_hispanic","ug_2013_nh_pi","ug_2013_white","ug_2013_two_m_races","ug_2013_unknown","ug_2013_non_resid","ftf_2013_grand_total","ftf_2013_ai_an","ftf_2013_asian","ftf_2013_black","ftf_2013_hispanic","ftf_2013_nh_pi","ftf_2013_white","ftf_2013_two_m_races","ftf_2013_unknown","ftf_2013_non_resid","trans_2013_grand_total","trans_2013_ai_an","trans_2013_asian","trans_2013_black","trans_2013_hispanic","trans_2013_nh_pi","trans_2013_white","trans_2013_two_m_races","trans_2013_unknown","trans_2013_non_resid","ug_2012_grand_total","ug_2012_ai_an","ug_2012_asian","ug_2012_black","ug_2012_hispanic","ug_2012_nh_pi","ug_2012_white","ug_2012_two_m_races","ug_2012_unknown","ug_2012_non_resid","ftf_2012_grand_total","ftf_2012_ai_an","ftf_2012_asian","ftf_2012_black","ftf_2012_hispanic","ftf_2012_nh_pi","ftf_2012_white","ftf_2012_two_m_races","ftf_2012_unknown","ftf_2012_non_resid","trans_2012_grand_total","trans_2012_ai_an","trans_2012_asian","trans_2012_black","trans_2012_hispanic","trans_2012_nh_pi","trans_2012_white","trans_2012_two_m_races","trans_2012_unknown","trans_2012_non_resid","ug_2011_grand_total","ug_2011_ai_an","ug_2011_asian","ug_2011_black","ug_2011_hispanic","ug_2011_nh_pi","ug_2011_white","ug_2011_two_m_races","ug_2011_unknown","ug_2011_non_resid","ftf_2011_grand_total","ftf_2011_ai_an","ftf_2011_asian","ftf_2011_black","ftf_2011_hispanic","ftf_2011_nh_pi","ftf_2011_white","ftf_2011_two_m_races","ftf_2011_unknown","ftf_2011_non_resid","trans_2011_grand_total","trans_2011_ai_an","trans_2011_asian","trans_2011_black","trans_2011_hispanic","trans_2011_nh_pi","trans_2011_white","trans_2011_two_m_races","trans_2011_unknown","trans_2011_non_resid","ug_2010_grand_total","ug_2010_ai_an","ug_2010_asian","ug_2010_black","ug_2010_hispanic","ug_2010_nh_pi","ug_2010_white","ug_2010_two_m_races","ug_2010_unknown","ug_2010_non_resid","ftf_2010_grand_total","ftf_2010_ai_an","ftf_2010_asian","ftf_2010_black","ftf_2010_hispanic","ftf_2010_nh_pi","ftf_2010_white","ftf_2010_two_m_races","ftf_2010_unknown","ftf_2010_non_resid","trans_2010_grand_total","trans_2010_ai_an","trans_2010_asian","trans_2010_black","trans_2010_hispanic","trans_2010_nh_pi","trans_2010_white","trans_2010_two_m_races","trans_2010_unknown","trans_2010_non_resid","urm_percent_ug_2016","minority_percent_ug_2016","urm_percent_ug_2015","minority_percent_ug_2015","urm_percent_ug_2014","minority_percent_ug_2014","urm_percent_ug_2013","minority_percent_ug_2013","urm_percent_ug_2012","minority_percent_ug_2012","urm_percent_ug_2011","minority_percent_ug_2011","urm_percent_ug_2010","minority_percent_ug_2010","urm_percent_ftf_2016","minority_percent_ftf_2016","urm_percent_ftf_2015","minority_percent_ftf_2015","urm_percent_ftf_2014","minority_percent_ftf_2014","urm_percent_ftf_2013","minority_percent_ftf_2013","urm_percent_ftf_2012","minority_percent_ftf_2012","urm_percent_ftf_2011","minority_percent_ftf_2011","urm_percent_ftf_2010","minority_percent_ftf_2010","urm_percent_trans_2016","minority_percent_trans_2016","urm_percent_trans_2015","minority_percent_trans_2015","urm_percent_trans_2014","minority_percent_trans_2014","urm_percent_trans_2013","minority_percent_trans_2013","urm_percent_trans_2012","minority_percent_trans_2012","urm_percent_trans_2011","minority_percent_trans_2011","urm_percent_trans_2010","minority_percent_trans_2010"
159391,"Louisiana State University and Agricultural & Mechanical College",26118,84,1099,3190,1581,28,18880,531,147,578,5475,18,216,738,348,7,3977,71,42,58,784,4,29,111,54,3,514,10,16,43,26156,85,1092,3156,1551,35,18985,582,114,556,5624,28,230,752,347,8,4079,88,43,49,1046,10,46,128,69,3,684,23,20,63,25572,69,963,2934,1428,29,18964,628,73,484,5655,16,241,678,365,7,4104,152,11,81,956,3,30,143,70,0,632,29,8,41,24923,86,851,2774,1245,28,18812,569,100,458,5501,16,221,709,315,9,3979,177,4,71,933,5,23,123,59,2,664,24,5,28,24626,78,796,2612,1140,16,18838,481,198,467,5725,19,203,718,364,4,4193,148,9,67,902,1,30,136,55,2,621,24,6,27,23977,94,746,2401,1000,13,18568,367,322,466,5290,15,152,599,266,6,4074,115,12,51,857,2,22,102,47,0,623,23,1,37,23685,102,803,2215,897,5,18481,252,458,472,5481,18,160,570,243,3,4258,129,16,84,923,8,35,101,35,1,661,14,19,49,18.2670954897006,27.7126885672716,17.9958709282765,27.4162716011623,17.0577193805725,25.8407633348975,16.1256670545279,24.5195201219757,15.2359295054008,23.5036140664339,14.1844267422947,22.5591191558577,13.1391175849694,21.9717120540426,19.8356164383562,27.3607305936073,19.5412517780939,27.4715504978663,18.4438549955791,27.4270557029178,18.6147973095801,27.6676967824032,18.8995633187773,26.7598253275109,16.351606805293,22.9867674858223,14.8330596606459,22.3134464513775,21.0459183673469,34.4387755102041,18.8336520076482,34.6080305927342,22.2803347280335,33.8912133891213,19.5069667738478,28.8317256162915,21.1751662971175,31.1529933481153,17.3862310385064,27.3045507584597,14.7345612134345,28.385698808234
171100,"Michigan State University",39090,88,1946,2724,1629,36,26169,1155,330,5013,8190,18,451,625,345,7,5342,268,53,1081,1640,6,64,74,94,1,1269,55,16,61,39143,87,1816,2700,1573,30,26231,1075,363,5268,8173,18,417,658,376,3,5399,240,46,1016,1670,7,83,76,61,1,1313,47,21,61,38786,80,1679,2594,1475,31,26207,1032,382,5306,8055,16,370,610,358,9,5203,256,46,1187,1668,8,63,69,76,4,1270,52,19,107,37985,83,1606,2538,1357,22,26262,904,418,4795,8061,14,380,592,306,3,5188,213,60,1305,1513,5,41,58,59,0,1161,39,11,139,37354,100,1551,2514,1319,26,26437,777,476,4154,8354,12,335,511,293,8,5652,199,92,1252,1397,4,51,59,56,0,1109,29,15,74,36557,131,1539,2612,1245,24,26282,691,520,3513,7984,16,308,562,289,6,5483,213,76,1031,1488,3,40,53,71,0,1208,36,10,67,35921,153,1566,2665,1133,21,26382,571,573,2857,7375,17,316,508,284,2,5308,203,76,661,1376,6,39,42,49,1,1103,24,21,91,11.1358403683807,33.0544896392939,10.9163835168485,32.9867409243032,10.4908987779096,32.4318052905688,10.2540476503883,30.862182440437,10.261283932109,29.225785725759,10.5506469349235,28.1067921328337,10.5732023050583,26.5554967846107,11.8437118437118,34.7741147741148,12.6514131897712,33.9410253272972,12.0173805090006,35.4065797641217,11.1400570648803,35.640739362362,9.62413215226239,32.3437874072301,10.6588176352705,31.3251503006012,10.7389830508475,28.0271186440678,10.2439024390244,22.6219512195122,8.20359281437126,21.377245508982,8.69304556354916,23.8609112709832,7.73298083278255,23.2650363516193,8.2319255547602,20.6156048675734,8.33333333333333,18.8172043010753,6.61337209302326,19.8401162790698
220978,"Middle Tennessee State University",19693,53,588,4106,934,11,12540,626,49,786,2893,6,116,722,151,1,1702,112,3,80,1865,9,43,337,106,1,1261,53,2,53,20140,53,530,4231,889,19,12888,603,88,839,2839,10,83,780,151,4,1606,91,7,107,2018,5,41,350,85,0,1411,64,4,58,20262,63,520,4127,866,22,13208,605,175,676,2932,8,71,682,141,1,1839,104,4,82,1809,5,38,281,80,3,1301,60,1,40,21162,69,549,4327,872,20,13993,587,270,475,3179,9,77,792,123,1,1986,123,10,58,1907,5,43,350,101,4,1284,65,7,48,22371,66,589,4279,845,21,15275,544,349,403,3120,11,97,790,146,2,1892,119,35,28,2048,2,34,371,77,2,1423,64,14,61,23415,75,597,4195,781,19,16500,478,424,346,3548,12,83,815,142,3,2305,129,25,34,2182,3,44,365,85,4,1578,50,32,21,23401,80,564,3888,692,15,17000,398,507,257,3878,10,95,742,117,5,2483,68,329,29,2254,4,51,370,79,2,1601,37,71,39,25.5928502513583,36.3225511603108,25.4220456802383,36.0079443892751,24.6421873457704,34.8139374198006,24.5676212078253,33.876760230602,22.9046533458495,31.7196370300836,21.2513346145633,29.5323510570147,19.5718131703773,27.3535319003461,30.1762875907363,41.168337366056,32.7932370553012,43.4307854878478,28.0695770804911,37.2783083219645,28.782636049072,37.5275243787355,30,39.3589743589744,26.9729425028185,35.0338218714769,22.1505930892212,35.9721505930892,23.7533512064343,32.3860589812332,21.5559960356789,30.0792864222002,19.9557766721946,28.08181315644,23.6497115888831,32.6691137912952,21.875,30.517578125,20.6232813932172,27.6810265811182,19.9201419698314,28.9707187222715
176080,"Mississippi State University",18090,78,236,3757,488,14,12921,292,73,231,3624,21,48,837,108,4,2494,65,16,31,1832,10,20,343,57,1,1342,31,5,23,17421,95,211,3612,428,11,12455,260,96,253,3471,15,47,834,83,3,2383,69,6,31,1858,12,15,297,59,2,1410,27,7,29,16536,87,196,3418,364,11,11825,226,123,286,2974,12,44,663,78,3,2099,43,5,27,1735,8,18,306,54,0,1290,21,11,27,16399,99,178,3480,307,15,11735,209,133,243,3156,12,31,766,74,4,2189,49,7,24,1534,10,4,254,23,2,1195,11,9,26,16390,85,183,3640,296,13,11547,197,168,261,2894,22,40,724,51,2,1972,40,15,28,1617,13,12,277,35,1,1219,16,18,26,16312,80,186,3685,286,12,11380,182,223,278,2898,24,39,772,58,1,1884,32,56,32,1754,9,12,319,31,0,1270,14,20,79,15543,63,160,3346,253,18,11016,172,259,256,2707,14,26,662,43,5,1871,33,20,33,1683,9,15,302,40,0,1265,18,15,19,23.4660033167496,28.5737976782753,23.1904023879226,28.50582630159,22.8713110788582,28.4893565553943,23.0928715165559,28.4407585828404,24.0146430750458,29.5485051860891,24.344041196665,30.2354095144679,23.1551180595767,29.125651418645,26.0761589403974,31.1810154525386,26.4188994526073,31.3454335926246,24.915938130464,29.4216543375925,26.615969581749,30.6400506970849,26.7795438838977,31.8590186592951,28.6404416839199,34.9896480331263,26.0435906908016,30.8828961950499,21.8340611353712,26.7467248908297,19.1603875134553,24.1119483315393,20.7492795389049,25.6484149855908,18.0573663624511,22.0990873533246,19.2949907235622,24.6134817563389,19.9543899657925,27.594070695553,20.3208556149733,24.8366013071895
199193,"North Carolina State University at Raleigh",23827,92,1404,1441,1125,17,17047,904,686,1111,4388,21,291,249,182,3,3070,136,144,292,1224,4,79,64,89,1,835,52,35,65,24111,83,1288,1528,1124,20,17528,905,563,1072,4364,16,204,247,204,2,3220,189,77,205,1107,4,44,65,72,1,756,37,27,101,24473,103,1351,1616,1095,20,17962,841,630,855,4499,16,254,260,192,3,3384,203,56,131,1253,4,63,57,67,1,915,32,23,91,24536,109,1315,1720,1026,15,18244,750,598,759,4307,23,193,221,156,5,3328,166,64,151,1215,7,67,57,70,0,867,44,34,69,24833,117,1263,1908,1032,12,18549,618,716,618,4398,21,222,320,190,4,3291,162,69,119,1209,8,64,72,67,1,877,37,35,48,25176,121,1297,1988,905,10,18951,505,838,561,4697,23,224,347,204,0,3598,157,82,62,1027,4,47,42,53,0,780,27,41,33,25247,122,1326,2068,838,14,19218,331,854,476,4705,21,243,394,176,7,3604,121,93,46,1141,7,62,65,66,1,822,20,58,40,10.7692953372225,28.4551139463634,10.9991290282444,27.3028907967318,11.0775139950149,26.6048298124464,11.1917182914901,25.6439517443756,11.8390850883904,25.3050376515121,11.4911026374325,24.7259294566254,11.5102784489246,23.8800649582129,9.82224247948952,30.0364630811304,10.3345554537122,26.2144821264895,10.0466770393421,24.7832851744832,8.75319247736243,22.7304388205247,11.5961800818554,25.1705320600273,11.7308920587609,23.397913561848,12.1147715196599,23.4006376195537,12.5,31.781045751634,12.3757904245709,31.7073170731707,9.89624900239425,26.975259377494,10.4526748971193,28.641975308642,11.4971050454921,27.4607113316791,9.25024342745862,24.0506329113924,11.4811568799299,27.9579316389132
204796,"Ohio State University-Main Campus",45831,56,2968,2537,1766,26,31759,1441,1628,3650,7938,8,582,350,299,3,5322,228,297,849,2555,1,103,179,123,4,1633,102,106,304,45289,57,2771,2538,1705,31,31961,1409,1464,3353,7032,9,479,314,302,4,5007,217,320,380,2941,10,114,246,136,6,1962,100,118,249,44741,53,2558,2544,1551,29,32061,1278,1227,3440,7079,4,501,291,260,2,5073,206,177,565,2865,4,120,213,107,1,1907,95,92,326,44201,74,2432,2688,1487,27,31832,1155,1163,3343,7130,11,470,309,268,0,4793,230,544,505,2513,6,107,179,104,0,1702,97,71,247,43058,87,2285,2700,1341,33,31726,892,676,3318,7215,6,439,323,230,11,5233,245,137,591,2390,3,95,154,79,2,1606,75,58,318,42916,105,2248,2695,1316,14,32462,599,645,2832,7089,6,390,379,273,10,5361,208,70,392,2428,7,82,155,87,2,1644,49,45,357,42082,128,2232,2726,1202,0,32574,271,690,2259,6672,24,376,405,234,0,4993,77,72,491,2312,6,99,138,63,0,1597,12,38,359,9.38884161375488,30.7041085728001,9.36872088145024,29.4287796153591,9.15267875103373,28.3408953756063,9.44548765865026,27.983529784394,9.38501556040689,26.3179896883274,9.34616460061515,24.3592133470035,9.3341571218098,22.5939831757046,8.1758629377677,32.9554043839758,8.75995449374289,28.7969283276451,7.78358525215426,28.3373357818901,8.09256661991585,32.7769985974755,7.66458766458766,27.4705474705475,9.19734800394978,24.3757934828608,9.5773381294964,25.1648681055156,11.8199608610568,36.0861056751468,12.9887793267596,33.2879972798368,11.1692844677138,33.4380453752182,11.2614405093514,32.2721846398727,9.7489539748954,32.8033472803347,9.9670510708402,32.2899505766063,8.69377162629758,30.9256055363322
214777,"Pennsylvania State University-Main Campus",41359,29,2636,1722,2499,38,27783,1102,737,4813,8499,9,567,319,531,6,5827,244,151,845,333,0,13,12,17,0,183,9,5,94,40742,31,2511,1699,2412,39,27883,1057,719,4391,7626,4,461,316,517,8,5177,242,147,754,433,2,11,14,28,0,233,7,7,131,40541,31,2423,1620,2224,33,28499,1001,654,4056,8183,5,519,263,482,8,5645,255,139,867,455,0,13,17,28,1,242,7,8,139,40085,31,2196,1708,2183,26,28834,921,558,3628,8043,3,491,209,459,5,5759,200,128,789,498,0,17,16,15,0,269,15,7,159,39192,36,2034,1689,2087,23,28697,881,579,3166,7649,6,458,267,409,8,5429,220,109,743,435,0,20,12,15,0,267,6,7,108,38954,37,1965,1656,1956,20,29118,740,815,2647,7384,8,397,339,467,3,5262,188,80,640,458,0,10,16,24,0,277,9,12,110,38594,28,1868,1508,1763,19,29501,684,1087,2136,7262,4,298,300,417,1,5454,170,32,586,422,1,10,13,19,0,264,3,7,105,10.2057593268696,32.8247781619478,10.0903244808797,31.5620244465171,9.48175920672899,29.7032633630152,9.70687289509792,28.0678558064114,9.63461931006328,26.7784241681976,9.27247522719105,25.2502952200031,8.4754106855988,23.5606570969581,10.0011766090128,31.438992822685,10.923157618673,32.1138211382114,9.10424049859465,31.0155199804473,8.30535869700361,28.3973641675992,8.83775656948621,29.023401751863,10.9154929577465,28.7378114842904,9.87331313687689,24.8967226659322,8.70870870870871,45.045045045045,9.69976905311778,46.189376443418,9.89010989010989,46.8131868131868,6.22489959839357,45.9839357429719,6.20689655172414,38.6206896551724,8.73362445414847,39.5196506550218,7.58293838862559,37.4407582938389
243780,"Purdue University-Main Campus",31105,43,2136,921,1424,34,19867,729,818,5133,7443,7,570,231,369,9,4853,220,243,941,1074,4,40,28,60,1,538,12,20,371,30560,35,1877,914,1326,30,19775,674,696,5233,7013,8,555,196,309,8,4452,180,242,1063,1056,3,37,30,49,2,554,17,32,332,30237,37,1629,915,1269,21,19900,642,542,5282,6569,10,475,182,306,0,4164,149,137,1146,930,1,32,24,53,1,500,18,20,281,30446,37,1463,975,1202,28,20602,587,570,4982,6422,9,364,179,291,12,4327,143,116,981,971,0,25,25,35,0,596,16,20,254,31284,60,1458,1036,1153,17,21396,506,682,4976,6474,9,281,208,252,6,4460,139,107,1012,1168,0,29,30,58,0,746,15,28,262,31988,87,1587,1123,1078,15,22511,395,644,4548,6820,4,325,236,272,0,4379,158,109,1337,1420,2,44,51,44,1,830,20,26,402,32173,113,1647,1119,986,14,24029,223,618,3424,6513,7,388,217,232,7,4639,122,101,800,1578,3,45,57,57,0,968,18,42,388,7.53898087124256,36.1292396720784,7.32984293193717,35.2912303664921,7.22293878360948,34.1865925852432,7.15036457991198,32.3326545358996,6.9971870604782,31.6072113540468,6.88070526447418,29.6267350256346,6.54275324029466,25.3131507786032,8.06126561870214,34.7977965873976,7.20091259090261,36.5178953372309,7.42883239458061,36.6113563708327,7.31859233883525,32.6222360635316,7.10534445474204,31.1090515909793,7.44868035190616,35.791788856305,6.89390449869492,28.7732227851988,8.19366852886406,49.9068901303538,7.48106060606061,47.5378787878788,8.27956989247312,46.236559139785,6.17919670442842,38.6199794026777,7.53424657534247,36.1301369863014,6.69014084507042,41.5492957746479,7.22433460076046,38.6565272496832
186380,"Rutgers University-New Brunswick",36168,24,9289,2717,4740,95,14466,1140,709,2988,6466,2,2003,385,784,20,2292,204,105,671,2901,5,355,291,463,6,1428,79,58,216,35484,22,9071,2645,4558,87,14725,1166,657,2553,6607,2,1904,454,841,13,2418,246,87,642,2755,2,340,262,445,8,1397,63,50,188,34544,23,8853,2577,4291,98,14910,1127,661,2004,6412,3,1898,415,759,14,2390,215,91,627,2768,1,312,238,409,9,1450,76,57,216,33901,28,8587,2595,4138,108,15262,1112,676,1395,6403,3,1902,419,764,21,2528,238,120,408,2581,2,298,253,359,10,1387,69,68,135,31593,32,7979,2372,3742,104,14752,1040,547,1025,6170,7,1848,435,707,11,2526,233,86,317,2089,2,271,160,281,2,1164,61,34,114,31268,28,7662,2379,3567,124,15247,923,582,756,6075,2,1721,442,743,24,2706,206,72,159,2116,3,269,169,264,6,1237,51,34,83,30351,35,7313,2341,3258,124,15234,821,602,623,6033,4,1680,438,668,28,2773,218,99,125,1936,5,246,136,247,6,1142,44,39,71,20.6176730811767,60.0033178500332,20.2992898207643,58.5024236275504,19.8818897637795,56.8376563223715,19.8607710687,54.9806790360166,19.3523881872567,53.3061121134429,19.0162466419342,51.2376870922349,18.4474976112813,49.8072551151527,18.0791834209712,64.553046705846,19.6004237929469,63.4024519449069,18.3094198378041,62.7261384903306,18.475714508824,60.5185069498672,18.5089141004862,59.0599675850891,19.5061728395062,55.4567901234568,18.3325045582629,54.0361345930714,25.9910375732506,50.7755946225439,25.6624319419238,49.2921960072595,23.3742774566474,47.6156069364162,23.7117396358001,46.2611390933747,21.1105792245093,44.2795595978937,20.4631379962193,41.5406427221172,19.7830578512397,41.0123966942149
196097,"Stony Brook University",17026,22,3980,1102,2012,18,5922,408,1110,2452,2934,2,841,173,324,3,817,78,213,483,1615,2,186,115,281,0,766,44,77,144,16831,24,3937,1102,1846,22,6018,393,1161,2328,2836,1,798,190,268,4,857,63,198,457,1628,4,202,134,261,2,772,35,67,151,16480,24,3923,1037,1715,22,6087,383,1195,2094,2855,4,778,165,279,3,939,72,179,436,1648,1,213,142,242,3,768,46,89,144,15992,23,3856,967,1636,24,5965,356,1434,1731,2709,3,762,143,223,2,925,74,278,299,1527,4,176,124,228,5,733,39,95,123,15837,56,4050,1065,1590,26,6054,0,1443,1553,2676,8,843,163,244,3,928,0,207,280,1538,10,181,142,221,3,774,0,70,137,15785,49,3934,1047,1508,29,6031,0,1841,1346,2520,4,839,159,230,7,823,0,225,233,1366,10,166,123,155,3,678,0,80,151,16126,43,3833,1058,1511,23,6151,0,2302,1205,2741,7,877,152,269,6,1013,0,221,196,1430,9,163,120,152,1,755,0,85,145,18.2896746152943,65.2179020321861,17.5152991503773,64.2445487493316,16.6990291262136,63.0643203883495,16.2768884442221,62.700100050025,16.7645387383974,61.7730630801288,16.1862527716186,61.7928413050364,15.930794989458,61.8566290462607,16.9393319700068,72.1540558963872,16.1495063469676,69.7813822284908,15.5516637478109,67.1103327495622,13.5105204872647,65.8545588778147,15.2092675635277,65.321375186846,15.4365079365079,67.3412698412698,15.3593578985772,63.0426851514046,24.5201238390093,52.5696594427245,24.2628992628993,52.5798525798526,23.3009708737864,53.3980582524272,23.0517354289456,51.9973804846103,23.6020806241873,49.6749024707412,20.3513909224012,50.3660322108346,19.020979020979,47.2027972027972
221838,"Tennessee State University",7014,9,53,4964,100,0,930,160,48,750,1307,1,3,1110,17,0,88,24,15,49,524,1,3,250,15,0,201,14,11,29,7264,12,67,5113,91,0,983,191,36,771,1406,3,8,1162,18,0,95,24,7,89,554,0,7,297,13,0,164,17,5,51,7073,10,69,5013,90,0,1067,204,36,584,1377,2,8,1104,14,0,90,45,4,110,610,2,11,315,11,0,203,20,5,43,6816,11,93,5189,94,0,1204,0,57,168,1363,4,11,1175,16,0,98,0,5,54,657,2,10,330,16,0,265,0,9,25,6745,1,69,5141,110,2,1191,179,27,25,1058,0,12,916,16,0,65,28,12,9,673,0,6,344,6,0,281,29,1,6,7105,21,88,5374,105,3,1150,182,168,14,1231,3,4,953,16,0,80,40,134,1,638,1,12,339,2,0,261,16,7,0,6856,21,86,5074,116,6,1070,146,312,25,1337,2,11,934,15,0,68,28,279,0,563,4,8,288,3,0,214,18,23,5,72.1984602224123,86.7408041060736,71.6409691629956,86.4675110132159,72.1476035628446,84.9144634525661,77.5088028169014,82.3356807511737,77.8502594514455,82.3424759080801,77.1147079521464,83.8142153413089,75.7001166861144,84.3932322053676,86.2280030604438,93.2670237184392,83.9260312944524,93.2432432432432,81.1909949164851,93.4640522875817,87.3807776962582,92.8099779897285,88.0907372400756,93.8563327032136,78.7164906580016,93.5012185215272,70.9798055347794,94.9139865370232,50.5725190839695,61.6412213740458,55.956678700361,70.3971119133574,53.4426229508197,66.7213114754098,52.6636225266362,59.6651445966514,52.0059435364042,58.2466567607727,53.448275862069,59.0909090909091,51.6873889875666,61.9893428063943
221847,"Tennessee Technological University",9438,13,158,369,266,3,7717,290,55,567,1608,2,25,81,48,0,1301,95,8,48,716,4,9,20,17,0,617,17,16,16,9801,10,156,358,262,4,7873,280,40,818,1589,1,25,73,53,1,1269,114,4,49,637,1,9,18,14,1,555,13,6,20,10314,14,136,373,240,4,8174,233,38,1102,1879,2,25,82,58,1,1582,83,7,39,725,1,10,18,16,1,643,18,5,13,10052,18,122,367,239,4,8204,231,41,826,2175,1,29,103,62,0,1729,98,4,149,652,2,7,16,13,0,574,14,4,22,9957,27,104,366,222,9,8312,211,47,659,2058,4,20,90,54,3,1627,96,8,156,734,3,8,17,7,0,660,7,9,23,9920,33,105,383,202,8,8583,156,38,412,1968,7,24,92,51,0,1694,27,1,72,803,1,7,22,11,0,730,9,4,19,9436,33,99,349,217,11,8261,160,52,254,1909,5,27,85,49,2,1672,22,7,40,737,6,3,20,17,0,665,10,8,8,6.728120364484,18.2347955075228,6.3258851137639,19.6714620957045,5.94337793290673,20.7484971882878,6.02865101472344,18.3844011142061,5.9053931907201,16.5210404740384,5.89717741935484,13.4778225806452,5.99830436625689,12.452310300975,8.02238805970149,19.092039800995,7.9295154185022,20.1384518565135,7.45077168706759,15.8062799361362,7.58620689655172,20.5057471264368,6.99708454810496,20.9426627793975,7.26626016260163,13.9227642276423,7.0193818753274,12.4148768989,5.16759776536313,13.8268156424581,5.02354788069074,12.87284144427,4.68965517241379,11.3103448275862,4.4478527607362,11.9631901840491,3.26975476839237,10.0817438692098,4.10958904109589,9.09090909090909,5.02035278154681,9.76933514246947
228723,"Texas A & M University-College Station",50735,136,3179,1590,11441,58,31957,1539,81,754,10145,20,771,368,2431,9,6096,334,7,109,2695,20,118,64,610,2,1712,79,6,84,48959,124,2859,1463,10679,52,31512,1487,87,696,10318,22,740,373,2567,15,6260,294,7,40,2620,10,116,73,529,0,1723,70,7,92,47093,132,2569,1306,9715,47,31049,1448,106,721,10835,19,770,353,2585,13,6644,365,20,66,2574,9,113,72,470,5,1684,92,9,120,44072,128,2178,1208,8634,44,29855,1267,89,669,10241,22,576,346,2442,10,6463,305,14,63,2309,14,78,44,380,1,1634,64,6,88,40103,119,1969,1145,7265,42,27759,1063,92,649,8139,22,416,254,1808,7,5305,265,16,46,1910,7,78,32,305,1,1348,48,4,87,39867,136,1883,1164,6739,45,28256,921,75,648,8254,23,459,242,1594,7,5626,231,13,59,1765,2,64,31,266,2,1259,30,10,101,39148,148,1768,1138,6219,51,28346,801,58,619,8176,20,414,232,1502,7,5666,234,28,73,1632,9,41,31,216,2,1226,32,9,66,25.6844387503696,37.0119247068099,24.8003431442636,35.6359402765579,23.4026288408044,34.0687575648186,22.3316391359593,32.2585768742058,20.9709996758347,30.7807395955415,19.8234128477187,29.124338425264,18.7927863492388,27.5927250434249,27.5899457861015,39.9112863479547,28.493894165536,39.3293273890289,27.1158283341024,38.6802030456853,27.2239039156332,36.8909286202519,25.3348077159356,34.8200024573043,22.2437606009208,31.8391083111219,21.2084148727984,30.6996086105675,25.0092764378479,36.4749536178108,22.9770992366412,34.236641221374,21.0567210567211,34.5765345765346,18.3629276743179,29.2334343871806,17.6439790575916,29.4240837696335,16.8271954674221,28.6685552407932,15.1348039215686,24.8774509803922
