"UnitID","Institution.Name","ug_2016_grand_total","ug_2016_ai_an","ug_2016_asian","ug_2016_black","ug_2016_hispanic","ug_2016_nh_pi","ug_2016_white","ug_2016_two_m_races","ug_2016_unknown","ug_2016_non_resid","ftf_2016_grand_total","ftf_2016_ai_an","ftf_2016_asian","ftf_2016_black","ftf_2016_hispanic","ftf_2016_nh_pi","ftf_2016_white","ftf_2016_two_m_races","ftf_2016_unknown","ftf_2016_non_resid","trans_2016_grand_total","trans_2016_ai_an","trans_2016_asian","trans_2016_black","trans_2016_hispanic","trans_2016_nh_pi","trans_2016_white","trans_2016_two_m_races","trans_2016_unknown","trans_2016_non_resid","ug_2015_grand_total","ug_2015_ai_an","ug_2015_asian","ug_2015_black","ug_2015_hispanic","ug_2015_nh_pi","ug_2015_white","ug_2015_two_m_races","ug_2015_unknown","ug_2015_non_resid","ftf_2015_grand_total","ftf_2015_ai_an","ftf_2015_asian","ftf_2015_black","ftf_2015_hispanic","ftf_2015_nh_pi","ftf_2015_white","ftf_2015_two_m_races","ftf_2015_unknown","ftf_2015_non_resid","trans_2015_grand_total","trans_2015_ai_an","trans_2015_asian","trans_2015_black","trans_2015_hispanic","trans_2015_nh_pi","trans_2015_white","trans_2015_two_m_races","trans_2015_unknown","trans_2015_non_resid","ug_2014_grand_total","ug_2014_ai_an","ug_2014_asian","ug_2014_black","ug_2014_hispanic","ug_2014_nh_pi","ug_2014_white","ug_2014_two_m_races","ug_2014_unknown","ug_2014_non_resid","ftf_2014_grand_total","ftf_2014_ai_an","ftf_2014_asian","ftf_2014_black","ftf_2014_hispanic","ftf_2014_nh_pi","ftf_2014_white","ftf_2014_two_m_races","ftf_2014_unknown","ftf_2014_non_resid","trans_2014_grand_total","trans_2014_ai_an","trans_2014_asian","trans_2014_black","trans_2014_hispanic","trans_2014_nh_pi","trans_2014_white","trans_2014_two_m_races","trans_2014_unknown","trans_2014_non_resid","ug_2013_grand_total","ug_2013_ai_an","ug_2013_asian","ug_2013_black","ug_2013_hispanic","ug_2013_nh_pi","ug_2013_white","ug_2013_two_m_races","ug_2013_unknown","ug_2013_non_resid","ftf_2013_grand_total","ftf_2013_ai_an","ftf_2013_asian","ftf_2013_black","ftf_2013_hispanic","ftf_2013_nh_pi","ftf_2013_white","ftf_2013_two_m_races","ftf_2013_unknown","ftf_2013_non_resid","trans_2013_grand_total","trans_2013_ai_an","trans_2013_asian","trans_2013_black","trans_2013_hispanic","trans_2013_nh_pi","trans_2013_white","trans_2013_two_m_races","trans_2013_unknown","trans_2013_non_resid","ug_2012_grand_total","ug_2012_ai_an","ug_2012_asian","ug_2012_black","ug_2012_hispanic","ug_2012_nh_pi","ug_2012_white","ug_2012_two_m_races","ug_2012_unknown","ug_2012_non_resid","ftf_2012_grand_total","ftf_2012_ai_an","ftf_2012_asian","ftf_2012_black","ftf_2012_hispanic","ftf_2012_nh_pi","ftf_2012_white","ftf_2012_two_m_races","ftf_2012_unknown","ftf_2012_non_resid","trans_2012_grand_total","trans_2012_ai_an","trans_2012_asian","trans_2012_black","trans_2012_hispanic","trans_2012_nh_pi","trans_2012_white","trans_2012_two_m_races","trans_2012_unknown","trans_2012_non_resid","ug_2011_grand_total","ug_2011_ai_an","ug_2011_asian","ug_2011_black","ug_2011_hispanic","ug_2011_nh_pi","ug_2011_white","ug_2011_two_m_races","ug_2011_unknown","ug_2011_non_resid","ftf_2011_grand_total","ftf_2011_ai_an","ftf_2011_asian","ftf_2011_black","ftf_2011_hispanic","ftf_2011_nh_pi","ftf_2011_white","ftf_2011_two_m_races","ftf_2011_unknown","ftf_2011_non_resid","trans_2011_grand_total","trans_2011_ai_an","trans_2011_asian","trans_2011_black","trans_2011_hispanic","trans_2011_nh_pi","trans_2011_white","trans_2011_two_m_races","trans_2011_unknown","trans_2011_non_resid","ug_2010_grand_total","ug_2010_ai_an","ug_2010_asian","ug_2010_black","ug_2010_hispanic","ug_2010_nh_pi","ug_2010_white","ug_2010_two_m_races","ug_2010_unknown","ug_2010_non_resid","ftf_2010_grand_total","ftf_2010_ai_an","ftf_2010_asian","ftf_2010_black","ftf_2010_hispanic","ftf_2010_nh_pi","ftf_2010_white","ftf_2010_two_m_races","ftf_2010_unknown","ftf_2010_non_resid","trans_2010_grand_total","trans_2010_ai_an","trans_2010_asian","trans_2010_black","trans_2010_hispanic","trans_2010_nh_pi","trans_2010_white","trans_2010_two_m_races","trans_2010_unknown","trans_2010_non_resid","urm_percent_ug_2016","minority_percent_ug_2016","urm_percent_ug_2015","minority_percent_ug_2015","urm_percent_ug_2014","minority_percent_ug_2014","urm_percent_ug_2013","minority_percent_ug_2013","urm_percent_ug_2012","minority_percent_ug_2012","urm_percent_ug_2011","minority_percent_ug_2011","urm_percent_ug_2010","minority_percent_ug_2010","urm_percent_ftf_2016","minority_percent_ftf_2016","urm_percent_ftf_2015","minority_percent_ftf_2015","urm_percent_ftf_2014","minority_percent_ftf_2014","urm_percent_ftf_2013","minority_percent_ftf_2013","urm_percent_ftf_2012","minority_percent_ftf_2012","urm_percent_ftf_2011","minority_percent_ftf_2011","urm_percent_ftf_2010","minority_percent_ftf_2010","urm_percent_trans_2016","minority_percent_trans_2016","urm_percent_trans_2015","minority_percent_trans_2015","urm_percent_trans_2014","minority_percent_trans_2014","urm_percent_trans_2013","minority_percent_trans_2013","urm_percent_trans_2012","minority_percent_trans_2012","urm_percent_trans_2011","minority_percent_trans_2011","urm_percent_trans_2010","minority_percent_trans_2010"
100751,"The University of Alabama",32563,119,400,3391,1411,30,25390,957,109,756,7559,24,89,603,401,7,6089,262,25,59,1478,6,19,212,81,2,1062,47,13,36,31958,112,369,3481,1260,28,24756,862,98,992,7211,29,91,712,358,8,5700,192,27,94,1567,10,12,259,77,3,1097,41,11,57,30752,113,327,3404,1058,28,23768,796,83,1175,6824,21,65,575,289,4,5519,248,10,93,1501,7,16,249,71,1,1064,39,9,45,29440,127,332,3321,908,31,22958,616,86,1061,6454,30,75,613,245,6,5147,176,0,162,1474,7,16,236,52,2,1076,31,12,42,28026,120,308,3281,782,23,22038,459,95,920,6371,14,70,584,242,8,5074,163,14,202,1481,8,13,244,44,2,1078,32,17,43,26234,135,295,3261,629,14,20824,296,87,693,5728,29,58,682,148,4,4543,126,3,135,1460,13,12,239,38,1,1072,34,28,23,24882,135,267,3011,596,10,20192,136,57,478,5519,25,67,657,201,8,4391,91,20,59,1433,14,5,222,29,1,1103,23,19,17,14.7467985136505,22.0280686668919,14.8350960635835,22.5358282746104,14.5096253902185,22.7107180020812,14.3648097826087,22.0176630434783,14.4972525512025,21.3658745450653,14.8280856903255,20.6220934664939,14.4964231171128,18.8489671248292,13.2821801825638,19.4470168011642,14.8384412702815,20.954097905977,12.6611957796014,19.1236811254396,13.2940811899597,20.2510071273629,12.9649976455815,20.3578716057134,14.4902234636872,20.6878491620112,15.5462946185903,20.438485232832,19.8240866035183,28.1461434370771,21.442246330568,29.9936183790683,21.3191205862758,29.1139240506329,19.5386702849389,27.0013568521031,19.4463200540176,27.2113436866982,18.972602739726,26.5753424657534,17.5157013258897,23.0286113049546
221740,"The University of Tennessee-Chattanooga",10170,25,214,1081,381,5,7787,492,89,96,2077,3,45,201,88,2,1624,86,10,18,816,4,13,75,40,1,625,37,11,10,10083,27,203,1130,343,8,7532,659,103,78,1864,3,43,212,77,0,1438,63,23,5,901,4,10,69,29,2,721,46,14,6,10315,26,182,1146,351,7,7605,823,100,75,2160,5,50,255,84,0,1672,70,15,9,804,5,15,90,20,0,589,62,20,3,10297,24,179,1160,332,10,7625,796,91,80,2342,2,38,279,75,2,1823,89,28,6,829,2,13,68,32,2,604,78,24,6,10159,28,183,1205,309,12,7448,820,66,88,2290,6,37,282,82,0,1720,141,13,9,913,3,10,101,27,0,683,68,15,6,9891,23,173,1225,278,10,6976,923,197,86,2186,5,28,257,69,3,1068,726,21,9,833,3,4,67,32,1,582,28,107,9,9229,0,151,1089,207,0,6207,194,1315,66,1946,0,26,238,49,0,1521,70,42,0,706,0,13,67,15,0,560,22,29,0,14.3756145526057,23.4316617502458,14.6087473966082,25.3000099176832,14.5128453708192,26.2724188075618,14.4896571817034,25.949305622997,14.9030416379565,26.6856974111625,15.1956323930846,29.4712364776059,14.0426915158739,32.7446093834652,13.91429947039,21.8103033220992,15.5042918454936,22.8540772532189,15.6944444444444,22.5925925925926,15.1152860802733,22.1605465414176,15.8951965065502,24.8908296943231,14.9130832570906,51.1436413540714,14.7482014388489,21.8396711202467,14.093137254902,23.406862745098,10.8768035516093,19.9778024417314,13.681592039801,26.7412935323383,12.0627261761158,27.1411338962605,14.0197152245345,25.1916757940854,11.8847539015606,30.1320528211285,11.614730878187,20.6798866855524
221759,"The University of Tennessee-Knoxville",22139,49,763,1468,816,17,17369,644,624,389,4851,11,197,319,191,6,3799,162,94,72,1367,4,35,62,75,3,1091,40,38,19,21863,50,692,1518,736,9,17200,636,610,412,4719,13,165,327,164,4,3625,138,197,86,1460,6,33,87,57,0,1184,29,36,28,21664,47,657,1549,682,0,17165,631,484,449,4701,9,142,356,180,0,3646,160,137,71,1423,1,49,103,55,0,1132,34,34,15,21182,53,600,1546,587,0,16979,587,406,424,4276,10,130,318,127,0,3412,118,109,52,1528,10,41,107,36,0,1227,49,35,23,20916,54,535,1502,575,13,16950,549,353,385,4207,11,107,344,152,1,3364,127,79,22,1227,4,23,49,30,1,1013,31,32,44,21214,63,570,1503,537,0,17443,472,283,343,4188,9,117,319,120,0,3381,140,36,66,1214,2,24,53,44,0,958,62,36,35,21392,74,554,1573,480,0,17867,327,222,295,4214,7,118,324,118,0,3428,140,38,41,18,0,1,1,0,0,3,1,1,11,10.316635801075,21.5456886038213,10.309655582491,21.328271508942,10.2981905465288,20.7671713441654,10.0698706448872,19.8423189500519,9.93019697838975,18.9615605278256,9.61629112850005,17.7759969831244,9.59704562453254,16.4781226626776,10.5132962275819,21.6862502576788,10.4047467683831,23.1828777283323,11.4018293980004,22.4420336098702,10.4069223573433,20.2057998129093,11.7898740194913,20.0380318516758,10.4823304680038,19.269340974212,10.4888467014713,18.6521120075937,10.0219458668617,20.1901975128018,9.86301369863014,18.9041095890411,11.1033028812368,20.449754040759,9.3586387434555,19.6989528795812,6.43846780766096,17.440912795436,7.99011532125206,21.0873146622735,5.55555555555556,83.3333333333333
221768,"The University of Tennessee-Martin",6279,15,37,856,154,0,4883,154,0,180,946,6,7,95,26,0,770,23,0,19,416,0,3,80,12,0,301,10,0,10,6435,8,40,967,151,0,4951,142,0,176,1024,2,4,124,33,0,798,27,0,36,405,1,6,63,6,0,313,11,0,5,6677,10,39,1031,144,0,5132,143,0,178,1181,0,8,133,29,0,942,48,0,21,438,0,1,82,11,0,319,9,0,16,7025,17,29,1129,149,0,5400,123,0,178,1308,1,3,217,35,0,981,37,0,34,421,2,1,72,11,0,325,7,0,3,7318,21,37,1197,120,0,5674,104,0,165,1320,4,3,202,24,0,1022,30,0,35,408,2,1,83,8,0,305,6,0,3,7497,13,40,1193,122,0,5896,67,0,166,1304,3,13,200,29,0,995,23,0,41,491,1,2,95,10,0,369,12,0,2,7945,18,44,1226,115,0,6347,41,0,154,1285,5,9,174,20,0,1033,11,0,33,509,1,0,106,10,0,386,2,0,4,16.0853639114509,22.232839624144,17.3737373737374,23.0613830613831,17.5977235285308,23.1391343417703,18.1921708185053,23.1316725978648,17.996720415414,22.4651544137743,17.5403494731226,21.3552087501667,16.8785399622404,20.1132787916929,12.7906976744186,18.6046511627907,15.33203125,22.0703125,13.7171888230313,20.2370872142252,19.2660550458716,25,17.1212121212121,22.5757575757576,17.5613496932515,23.6963190184049,15.0972762645914,19.6108949416342,22.1153846153846,27.6442307692308,17.037037037037,22.7160493827161,21.2328767123288,27.1689497716895,19.7149643705463,22.8028503562945,22.3039215686275,25.2450980392157,21.3849287169043,24.847250509165,22.7897838899804,24.1650294695481
228778,"The University of Texas at Austin",40168,57,8315,1672,9077,59,17058,1443,367,2120,8719,15,1933,385,2079,10,3433,314,98,452,2473,8,356,74,584,5,931,77,32,406,39619,65,7865,1647,8775,58,17593,1405,267,1944,7743,8,1779,355,1710,10,3196,269,58,358,2472,6,363,89,554,7,957,98,29,369,39523,81,7459,1622,8621,53,18253,1355,202,1877,7285,4,1658,258,1500,10,3266,262,63,264,2307,4,366,90,529,3,871,81,25,338,39979,91,7130,1701,8679,44,19064,1246,136,1888,7249,6,1457,291,1660,7,3309,264,34,221,2597,2,337,100,557,7,1084,87,10,413,39955,112,7053,1763,8344,34,19598,998,139,1914,8092,21,1490,359,1907,8,3682,296,21,308,2579,2,340,79,512,4,1144,82,14,402,38437,123,6823,1758,7701,21,19375,680,160,1796,7148,17,1309,326,1503,9,3427,241,21,295,2492,8,306,72,470,3,1156,79,12,386,38420,153,6858,1800,7462,11,19877,389,146,1724,7275,15,1260,333,1680,4,3462,229,10,282,2452,5,343,92,396,2,1170,58,22,364,26.7601075482972,57.5333598884684,26.305560463414,55.5945379742043,25.9165549173899,53.8167649216912,25.9636309062258,52.3149653568123,25.2959579526968,50.9498185458641,24.6091006061867,49.5928402320681,24.1072358146799,48.2639250390422,28.260121573575,60.6262186030508,26.6692496448405,58.7240087821258,24.1317776252574,55.1681537405628,26.9140571113257,54.352324458546,28.0029658922393,54.4982698961938,25.5875769445999,52.0565193060996,27.6701030927835,52.4123711340206,26.60735948241,62.3534169025475,26.0113268608414,61.2864077669903,26.8313827481578,62.2453402687473,25.2984212552946,58.2595302271852,22.9158588600233,55.6417215975184,21.7495987158909,53.6115569823435,19.9021207177814,52.2838499184339
196088,"University at Buffalo",20412,59,2888,1499,1375,23,9728,463,1063,3314,4103,9,640,277,321,6,2011,81,197,561,1858,9,164,179,130,1,949,52,61,313,19953,43,2822,1469,1273,20,9483,479,1076,3288,3621,7,596,257,259,5,1766,89,209,433,1881,8,180,208,125,0,953,56,78,273,19882,41,2702,1374,1209,21,9619,448,1149,3319,3517,8,562,216,253,4,1794,82,122,476,1749,7,148,179,119,4,923,50,79,240,19831,40,2535,1346,1314,15,9774,396,1121,3290,3653,4,607,211,259,4,1746,94,294,434,1924,5,150,196,117,4,998,47,68,339,19514,50,2240,1285,1287,10,10034,336,1064,3208,3647,6,544,212,212,2,1850,72,245,504,1917,5,179,185,101,1,960,45,75,366,19334,122,2130,1311,1392,16,10292,0,1042,3029,3255,27,533,181,173,8,1701,0,255,377,1883,25,165,189,91,8,1007,0,88,310,19397,55,1842,1278,715,15,11112,148,1331,2901,3393,10,371,167,150,5,1989,43,154,504,1975,8,132,170,85,4,1106,40,89,341,14.0799529688419,52.3417597491672,13.7422943918208,52.4733122838671,12.9916507393622,51.6195553767227,13.4133427462054,50.7135293227775,13.1802808240238,48.580506303167,13.980552394745,46.7673528499017,10.27478476053,42.7127906377275,14.5747014379722,50.9870826224714,14.2502071251036,51.2289422811378,13.335228888257,48.9906170031277,12.8661374212976,52.2036682179031,11.6259939676446,49.2733753770222,10.8755760368664,47.741935483871,9.34276451517831,41.3793103448276,16.6307857911733,48.9235737351991,17.7033492822967,49.3354598617757,17.0383076043453,47.2269868496284,16.2681912681913,48.1288981288981,14.9191444966093,49.9217527386541,14.8698884758364,46.5215082315454,12.9113924050633,44
104179,"University of Arizona",33694,391,1841,1303,8656,91,17267,1516,275,2354,7753,93,408,344,1976,18,4011,392,48,463,2061,41,69,88,652,6,957,90,20,138,33331,382,1890,1255,8378,92,17381,1437,283,2233,8036,99,436,345,1966,20,4237,378,48,507,1955,29,58,96,600,8,961,79,18,106,32987,377,1822,1163,8310,89,17475,1372,317,2062,7742,105,443,318,1945,25,4148,359,56,343,2049,40,77,97,647,7,1000,88,23,70,31670,337,1770,1056,7714,68,17273,1315,330,1807,6881,79,411,257,1765,12,3655,318,55,329,1984,34,77,83,553,2,1067,72,25,71,31565,338,1752,1016,7243,68,17789,1308,419,1632,7401,58,422,281,1816,18,4045,301,64,396,1964,39,81,77,501,8,1040,83,41,94,30665,356,1732,992,6637,54,17981,1207,439,1267,7300,70,420,275,1756,17,4150,309,54,249,1843,27,73,76,504,6,993,61,36,67,30592,375,1559,969,6051,47,18585,1196,687,1123,7025,73,334,249,1581,21,4070,336,151,210,1875,21,58,62,459,6,1041,90,69,69,29.55719119131,48.7534872677628,28.901023071615,47.8533497344814,28.717373510777,47.0245854427502,27.6918219134828,45.4594253236501,26.1650562331696,43.6432757801362,24.8785260068482,41.363117560737,22.9471757322176,39.2488232217573,29.9239004256417,48.2651876692893,28.7580886012942,47.2747635639622,29.230173081891,46.4221131490571,29.3852637698009,46.882720534806,28.3340089177138,45.3452236184299,27.8219178082192,43.1506849315068,26.0498220640569,42.0640569395018,35.9049005337215,53.566229985444,35.6010230179028,50.843989769821,36.3103953147877,51.1957052220595,32.0564516129032,46.2197580645161,29.4297352342159,47.0468431771894,31.4704286489419,46.1204557786218,27.7866666666667,44.48
106397,"University of Arkansas",22548,243,551,1074,1831,19,17205,751,117,757,4972,39,125,195,422,5,3913,189,32,52,1361,20,21,83,129,0,960,50,13,85,22159,245,551,1052,1660,18,16988,721,95,829,4918,48,112,211,384,4,3837,199,22,101,1386,20,35,72,163,0,953,56,9,78,21836,254,546,1080,1496,19,16863,682,86,810,4571,57,110,221,328,7,3608,149,22,69,1312,14,35,88,132,2,915,44,9,73,21009,254,496,1024,1345,15,16464,673,60,678,4339,43,92,200,320,4,3457,146,20,57,1282,21,34,67,124,0,923,40,6,67,20350,269,524,1031,1158,17,16063,612,65,611,4574,52,98,243,271,3,3698,147,18,44,1363,21,27,62,112,2,1015,35,6,83,19027,269,487,952,955,19,15172,532,54,587,4447,45,102,233,240,3,3585,179,5,55,1437,21,28,74,118,2,1068,51,1,74,17247,280,428,834,780,17,13891,372,72,573,3810,52,83,186,187,1,3108,145,4,44,1234,25,29,48,75,4,941,51,1,60,12.883626042221,23.6961149547632,12.2388194413105,23.335890608782,11.7970324235208,22.7743176405935,11.2761197581989,21.6335856061688,10.7567567567568,21.0663390663391,10.0225994639197,20.260682188469,9.35814924334667,19.4584565431669,12.4094931617056,21.2992759452937,12.0984139894266,21.9804798698658,12.0105009844673,21.0676000875082,11.984328186218,20.3272643466236,11.2374289462178,19.1517271534762,10.6363840791545,19.3838542837868,9.79002624671916,18.4251968503937,15.5767817781043,29.4636296840558,16.955266955267,31.2409812409812,16.7682926829268,30.2591463414634,14.8985959438378,28.003120124805,12.7659574468085,25.531914893617,13.3611691022964,25.678496868476,9.96758508914101,23.7439222042139
110635,"University of California-Berkeley",29310,64,10387,576,4294,46,7715,1252,1203,3773,6182,18,2630,111,857,12,1582,78,323,571,2468,13,585,77,476,7,731,41,84,454,27496,45,9697,583,3875,71,7394,1298,762,3771,5550,13,2150,100,706,12,1390,287,204,688,2170,6,455,53,357,7,691,97,43,461,27126,43,9519,567,3754,72,7480,1277,689,3725,5466,11,2043,104,758,13,1423,250,139,725,2187,8,496,54,361,4,629,101,44,490,25951,31,9066,573,3425,73,7413,1175,788,3407,4706,3,1703,85,559,13,1202,188,113,840,2241,1,487,56,350,5,660,105,57,520,25774,67,9300,628,3320,74,7673,954,1010,2748,4162,4,1634,97,513,12,1069,205,88,540,2182,6,483,40,354,6,703,95,62,433,25885,76,9512,709,3183,68,7887,661,1366,2423,4443,7,1706,82,487,12,1240,232,67,610,2336,2,482,67,366,12,837,106,47,417,25540,98,9830,777,3045,62,7765,277,1842,1844,4109,0,1499,82,426,9,1180,183,261,469,2195,0,514,54,313,9,729,94,184,298,16.6154895939952,73.6779256226544,16.2132673843468,73.1088158277568,15.9293666592937,72.4249797242498,15.4059573812184,71.4346267966552,15.3177620858229,70.2296888337084,15.0357349816496,69.5306161869809,14.9647611589663,69.5967110415035,15.6583629893238,74.4095761889356,14.5225225225225,74.954954954955,15.7702158799854,73.9663373582144,13.6846578835529,74.4581385465363,14.6564151850072,74.3152330610284,12.8066621652037,72.0909295521044,12.3631053784376,71.2825504989048,22.4068071312804,70.3808752025932,18.8940092165899,68.1566820276498,18.9757658893461,71.2391403749428,18.1169120928157,70.5488621151272,18.0568285976169,67.781851512374,18.5359589041096,64.1695205479452,16.7198177676538,66.7881548974943
110644,"University of California-Davis",29379,54,8864,668,5940,143,7842,1525,426,3917,5762,4,1589,110,1346,26,1379,279,82,947,3627,10,939,94,737,16,1065,221,39,506,28257,50,9081,631,5295,139,7997,1481,414,3169,5369,6,1544,118,1087,23,1263,251,82,995,2928,7,779,62,514,21,934,163,28,420,27565,47,9423,581,5061,134,8173,1486,412,2248,5377,13,1766,103,1131,23,1360,259,77,645,3129,5,846,69,581,16,1027,194,34,357,26533,53,9413,562,4566,126,8281,1354,539,1639,5113,10,1678,95,931,25,1447,283,82,562,3087,7,885,62,541,17,1070,178,33,294,25666,78,9494,586,4206,119,8302,1069,720,1092,5208,7,1913,114,903,29,1591,273,71,307,2869,8,910,62,428,16,1001,129,37,278,25038,95,9302,592,3923,113,8420,816,975,802,4705,5,1871,78,874,21,1352,258,47,199,2762,5,842,44,371,16,1059,166,53,206,24670,141,9268,659,3554,111,8463,427,1425,622,4501,5,1639,84,824,14,1385,267,203,80,2737,9,779,55,266,17,974,159,278,200,22.4922563736002,73.3074645154702,20.9717945995682,71.6990480234986,20.4679847632868,70.3500816252494,19.3268759657785,68.7898089171975,18.6706148211642,67.6537052910465,18.032590462497,66.3711159038262,17.0774219700041,65.6951763275233,25.2690038181187,76.0673377299549,22.4436580368784,76.4760663065748,22.9496001487818,74.7070857355403,20.0664971640915,71.6995892822218,19.5276497695853,69.4508448540707,20.2337938363443,71.2646121147715,20.1732948233726,69.2290602088425,22.9114971050455,70.6368899917287,19.672131147541,68.1010928961749,20.773410035155,67.1780121444551,19.533527696793,65.3385163589245,17.0791216451725,65.1097943534332,15.0253439536568,61.6582186821144,11.728169528681,64.413591523566
110653,"University of California-Irvine",27331,10,9840,522,7203,98,3914,1004,300,4440,6551,1,2207,119,1718,17,729,268,71,1421,2465,1,814,57,584,12,540,99,34,324,25256,13,9422,468,6325,99,3770,920,270,3969,5756,4,1813,110,1565,24,678,186,52,1324,1955,1,595,49,401,3,490,70,24,322,24489,13,9964,436,5884,100,3933,1003,281,2875,5435,0,1980,94,1514,14,664,184,40,945,2024,3,624,39,450,9,528,96,26,249,23530,37,10281,442,5113,99,4091,932,432,2103,5460,8,2200,93,1350,26,677,144,85,877,1998,3,612,46,436,5,581,64,27,224,22216,38,10474,455,4381,74,4118,834,533,1309,5077,6,2224,114,1239,19,649,181,54,591,1704,5,608,33,319,7,492,59,22,159,22004,47,10738,443,3950,66,4482,672,815,791,5115,2,2362,100,1249,22,791,274,48,267,1728,3,608,44,316,7,482,84,28,156,21976,75,11103,458,3366,57,4762,337,1215,603,4411,7,2131,62,783,15,847,249,201,116,1861,1,627,26,326,5,535,88,120,133,28.2646079543376,85.6792653031356,26.8965790307254,85.072853975293,25.8075054105925,83.9397280411613,23.6081597960051,82.6136846578835,21.7680950666187,81.4638098667627,19.9645518996546,79.630976186148,17.4008008736804,78.3309064433928,28.0415203785682,88.8719279499313,29.1000694927033,88.2209867963864,29.5860165593376,87.7828886844526,26.4285714285714,87.6007326007326,26.6495962182391,87.2168603506007,26.3734115347019,84.535679374389,19.1566538199955,80.7980049875312,26.0040567951318,78.0933062880325,23.0179028132992,74.9360613810742,24.1600790513834,73.9130434782609,24.1241241241241,70.9209209209209,20.6572769953052,71.1267605633803,20.8333333333333,72.1064814814815,18.9145620634068,71.2520150456744
110662,"University of California-Los Angeles",30873,60,8844,986,6704,80,8346,1559,635,3659,6545,22,1852,221,1531,20,1636,374,161,728,3346,4,766,102,755,3,1017,142,61,496,29585,46,8687,883,6103,90,8028,1436,565,3747,5679,9,1725,193,1175,22,1521,294,112,628,3107,5,698,86,705,4,941,135,60,473,29633,42,8879,828,5819,96,8248,1410,575,3736,5764,11,1734,188,1183,16,1544,299,92,697,3167,9,722,85,713,6,966,135,48,483,28674,35,8883,747,5281,104,8196,1381,671,3376,5697,8,1733,171,1138,18,1571,295,113,650,2821,2,647,52,568,10,921,104,54,463,27941,50,9040,801,4896,96,8294,1154,715,2895,5620,5,1674,127,1041,18,1366,265,101,1023,3173,5,829,64,541,11,1051,133,68,471,27199,53,9229,898,4572,88,8602,883,860,2014,5825,6,1904,155,996,19,1713,306,115,611,3116,2,804,61,517,14,1076,156,65,421,26162,82,9306,963,4165,82,8477,426,1139,1522,4636,2,1544,132,773,16,1365,275,230,299,3228,2,758,72,494,11,1043,151,229,468,24.9084960969132,72.9666699057429,23.6133175595741,72.8646273449383,22.4310734653933,72.1661660986063,21.0225291204576,71.4166143544675,20.3893919330017,70.3160230485666,20.1110334938785,68.3738372734292,19.60094793976,67.5980429630762,26.768525592055,75.0038197097021,24.0887480190174,73.2171156893819,23.7855655794587,73.2130464954892,22.9770054414604,72.4240828506231,20.7829181494662,75.6939501779359,19.7596566523605,70.5922746781116,19.5211389128559,70.5565142364107,25.6126718469815,69.6054991034071,25.4586417766334,69.7135500482781,25.197347647616,69.4979475844648,21.978021978022,67.3520028358738,19.0671289000945,66.876772770249,18.5494223363286,65.4685494223363,17.5340768277571,67.6889714993804
110671,"University of California-Riverside",19799,28,6850,819,7844,90,2453,799,201,715,5358,4,1635,215,2529,31,543,214,53,134,1232,4,226,61,545,4,247,58,11,76,18607,28,6817,778,6749,73,2457,752,199,754,4044,7,1592,144,1502,21,456,183,46,93,1281,1,285,50,498,2,267,55,12,111,18790,33,6753,850,6794,70,2600,719,197,774,4281,12,1693,172,1445,17,528,158,31,225,1291,2,292,69,467,4,252,53,11,141,18621,29,6729,907,6683,72,2683,659,273,586,4203,6,1675,167,1482,17,480,159,40,177,1312,3,276,55,472,2,326,61,11,106,18539,38,6782,1064,6452,79,2812,517,360,435,4034,4,1519,192,1447,20,526,151,33,142,1235,4,290,48,433,4,274,65,12,105,18522,49,6911,1197,6201,76,2908,363,523,294,3664,2,1322,168,1468,15,472,125,23,69,1441,4,376,81,470,9,355,69,14,63,18242,59,7001,1334,5647,75,2920,195,750,261,4469,8,1645,233,1633,29,583,152,138,48,1178,4,292,78,339,3,280,43,88,51,43.7547350876307,87.6104853780494,40.452517869619,86.7952920943731,40.681213411389,86.1628525811602,40.7604317705816,85.5915364373557,40.541561033497,84.8319758347268,39.9416909620991,84.2997516466904,38.2688301721302,83.9929832255235,51.2131392310564,89.8656215005599,40.702274975272,88.7240356083086,37.7715487035739,87.666433076384,39.2338805615037,88.5795860099929,40.6296479920674,86.9608329201785,44.6506550218341,87.117903930131,41.7543074513314,86.954575967778,49.1883116883117,79.9512987012987,42.7790788446526,79.1569086651054,41.5182029434547,80.4802478698683,40.1676829268293,75.1524390243902,38.9473684210526,77.8137651821862,38.2373351839001,75.3643303261624,35.3989813242784,76.2308998302207
